Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Interest_Rate,Debt_To_Income_Ratio,Education_Level,Marital_Status,Previous_Loans,Default
49,Male,579000.0,580,222000.0,48,Employed,11.6,5.8,Bachelor,Single,3,1
45,Male,865000.0,765,324000.0,36,Employed,6.05,3.4,PhD,Married,0,0
46,Male,850000.0,725,617000.0,36,Self-employed,8.25,8.7,Bachelor,Single,4,0
50,Female,1068000.0,790,1494000.0,60,Employed,5.3,7.9,High School,Single,0,0
38,Male,857000.0,762,982000.0,24,Unemployed,8.14,10.0,PhD,Single,0,1
70,Male,903000.0,574,522000.0,24,Self-employed,12.78,9.4,High School,Married,3,1
64,Male,1318000.0,662,2089000.0,36,Employed,9.14,15.3,PhD,Married,4,0
49,Female,631000.0,759,363000.0,24,Employed,6.23,4.3,PhD,Divorced,4,0
37,Male,990000.0,671,323000.0,36,Employed,8.87,4.1,PhD,Married,0,0
49,Male,589000.0,832,210000.0,12,Employed,4.04,3.3,Master,Married,2,0
31,Male,647000.0,748,291000.0,24,Employed,6.56,4.4,Master,Single,2,0
28,Male,582000.0,481,456000.0,24,Self-employed,15.57,15.1,Master,Married,0,0
38,Male,1078000.0,791,622000.0,36,Employed,5.27,3.6,Bachelor,Married,3,0
44,Female,841000.0,568,620000.0,48,Unemployed,13.96,11.7,Bachelor,Single,0,1
56,Female,890000.0,587,1227000.0,48,Self-employed,12.39,18.3,Bachelor,Married,3,1
51,Female,666000.0,748,308000.0,24,Unemployed,8.56,5.8,Master,Married,3,1
51,Male,808000.0,786,761000.0,36,Employed,5.42,5.7,Master,Married,2,0
43,Male,695000.0,700,618000.0,12,Employed,8.0,8.4,Bachelor,Married,3,0
41,Male,954000.0,638,430000.0,36,Employed,9.86,5.7,Master,Married,0,0
42,Female,656000.0,655,838000.0,48,Employed,9.35,14.3,Master,Divorced,2,0
67,Female,1398000.0,653,809000.0,36,Employed,9.41,7.6,Master,Divorced,0,0
29,Female,528000.0,648,292000.0,24,Employed,9.56,8.7,High School,Married,0,0
56,Male,727000.0,625,1347000.0,36,Employed,10.25,21.1,Bachelor,Divorced,1,1
47,Male,1523000.0,717,1367000.0,24,Employed,7.49,8.2,Bachelor,Single,2,0
43,Male,756000.0,799,898000.0,36,Employed,5.03,7.3,Bachelor,Married,2,0
51,Male,637000.0,643,803000.0,36,Self-employed,10.71,17.6,High School,Single,2,1
44,Female,915000.0,606,432000.0,36,Employed,10.82,7.4,Master,Single,1,0
56,Female,787000.0,778,1081000.0,60,Employed,5.66,9.0,High School,Married,3,0
57,Male,725000.0,750,424000.0,36,Employed,6.5,8.1,Bachelor,Divorced,0,0
43,Male,643000.0,812,393000.0,48,Employed,4.64,5.2,Master,Married,0,0
39,Female,2338000.0,598,1279000.0,48,Self-employed,12.06,8.1,High School,Married,2,0
47,Female,807000.0,589,377000.0,36,Employed,11.33,7.0,Master,Married,2,0
58,Male,590000.0,701,603000.0,36,Employed,7.97,9.7,PhD,Married,2,0
37,Male,1391000.0,718,1107000.0,12,Employed,7.46,6.5,Master,Married,3,0
48,Male,1048000.0,686,577000.0,36,Self-employed,9.42,6.1,Master,Married,3,0
48,Male,710000.0,714,684000.0,36,Employed,7.58,8.6,Master,Divorced,2,0
51,Male,692000.0,603,380000.0,24,Employed,10.91,9.3,High School,Married,3,0
34,Female,1027000.0,686,605000.0,36,Employed,8.42,6.1,Bachelor,Divorced,1,0
50,Male,817000.0,729,595000.0,48,Employed,7.13,5.8,Bachelor,Single,0,0
58,Male,590000.0,675,492000.0,60,Employed,8.75,9.6,High School,Married,2,1
36,Male,1555000.0,734,1333000.0,36,Self-employed,7.98,7.7,High School,Divorced,1,0
38,Female,741000.0,680,428000.0,36,Employed,8.6,6.2,Bachelor,Married,1,0
63,Female,1470000.0,650,1440000.0,48,Employed,9.5,10.2,Master,Married,4,0
36,Male,1280000.0,642,753000.0,36,Self-employed,10.74,7.2,PhD,Married,2,0
55,Female,693000.0,670,351000.0,24,Employed,8.9,6.9,Bachelor,Married,4,1
45,Female,1198000.0,497,365000.0,24,Employed,14.09,5.6,Bachelor,Single,1,0
38,Male,700000.0,731,801000.0,48,Employed,7.07,10.1,Master,Single,2,0
56,Male,590000.0,780,444000.0,24,Employed,5.6,5.3,Master,Single,4,0
43,Female,758000.0,656,550000.0,36,Employed,9.32,11.3,Bachelor,Divorced,0,0
45,Female,970000.0,528,908000.0,36,Employed,13.16,12.9,Bachelor,Married,2,0
41,Female,745000.0,841,481000.0,48,Employed,3.77,3.9,Bachelor,Married,0,0
47,Female,795000.0,631,295000.0,60,Employed,10.07,4.6,Bachelor,Married,3,0
35,Female,1216000.0,581,758000.0,36,Unemployed,13.57,9.7,Master,Single,2,1
42,Male,878000.0,660,670000.0,60,Employed,9.2,8.5,Bachelor,Single,1,0
63,Male,742000.0,749,480000.0,24,Self-employed,7.53,6.4,High School,Married,3,1
39,Male,1052000.0,640,1407000.0,24,Employed,9.8,15.5,High School,Married,2,0
49,Male,924000.0,709,270000.0,60,Self-employed,8.73,4.8,PhD,Single,4,1
40,Female,487000.0,671,561000.0,36,Employed,8.87,12.3,High School,Married,0,0
52,Male,1000000.0,577,876000.0,24,Self-employed,12.69,12.9,High School,Divorced,1,1
34,Female,935000.0,649,756000.0,36,Employed,9.53,10.5,Master,Married,0,0
63,Male,919000.0,745,234000.0,48,Employed,6.65,4.0,Master,Married,1,0
44,Male,1138000.0,717,1497000.0,48,Employed,7.49,10.8,Master,Married,0,0
38,Male,696000.0,578,275000.0,48,Employed,11.66,5.4,Bachelor,Married,1,0
31,Male,910000.0,597,450000.0,36,Self-employed,12.09,7.5,PhD,Married,1,0
36,Female,561000.0,724,368000.0,48,Employed,7.28,7.8,High School,Married,2,0
45,Female,973000.0,770,872000.0,36,Self-employed,6.9,7.0,Bachelor,Divorced,2,0
41,Female,1676000.0,654,1488000.0,36,Self-employed,10.38,9.9,Bachelor,Married,2,0
54,Male,691000.0,713,741000.0,48,Employed,7.61,9.8,High School,Married,0,0
43,Male,696000.0,600,634000.0,36,Employed,11.0,13.5,Bachelor,Married,0,0
38,Male,690000.0,644,504000.0,12,Self-employed,10.68,12.2,Master,Married,2,0
48,Male,903000.0,492,591000.0,36,Employed,14.24,11.7,Bachelor,Married,0,0
50,Female,669000.0,757,313000.0,36,Self-employed,7.29,5.1,PhD,Married,1,0
36,Female,950000.0,667,461000.0,24,Self-employed,9.99,7.1,Master,Married,2,1
36,Female,1097000.0,771,1249000.0,24,Employed,5.87,8.2,Master,Single,0,0
29,Male,965000.0,741,1036000.0,24,Employed,6.77,8.5,Master,Married,2,1
51,Female,585000.0,775,614000.0,12,Employed,5.75,11.9,Master,Married,0,0
49,Male,1194000.0,637,617000.0,48,Self-employed,10.89,6.3,Master,Married,1,0
44,Female,1156000.0,605,1111000.0,24,Employed,10.85,11.8,Master,Married,0,0
55,Male,1147000.0,832,563000.0,24,Employed,4.04,3.6,Bachelor,Married,4,0
53,Male,986000.0,743,1197000.0,36,Self-employed,7.71,10.4,Bachelor,Married,1,1
47,Male,924000.0,776,615000.0,48,Employed,5.72,5.5,High School,Married,4,1
56,Female,1231000.0,475,1500000.0,12,Employed,14.75,19.5,Master,Single,2,0
37,Male,1644000.0,656,597000.0,24,Employed,9.32,4.2,Bachelor,Married,0,0
33,Male,634000.0,750,1111000.0,60,Employed,6.5,13.8,Bachelor,Single,1,0
39,Female,1199000.0,554,599000.0,36,Employed,12.38,7.2,High School,Married,0,0
30,Male,794000.0,707,468000.0,60,Employed,7.79,6.8,Master,Married,2,0
46,Male,832000.0,674,611000.0,24,Unemployed,10.78,9.2,PhD,Married,0,0
60,Male,637000.0,486,254000.0,24,Employed,14.42,7.4,Master,Single,4,0
29,Male,746000.0,622,458000.0,24,Employed,10.34,8.0,Master,Single,0,1
34,Female,631000.0,637,298000.0,12,Employed,9.89,8.1,Bachelor,Married,0,0
44,Female,754000.0,574,335000.0,48,Employed,11.78,5.9,Bachelor,Married,0,1
60,Male,694000.0,722,615000.0,60,Employed,7.34,7.6,High School,Single,4,0
40,Female,744000.0,624,325000.0,60,Employed,10.28,9.5,Bachelor,Married,1,0
45,Male,768000.0,635,357000.0,48,Self-employed,10.95,6.9,Bachelor,Married,1,1
29,Male,837000.0,798,369000.0,48,Employed,5.06,3.4,PhD,Single,2,0
35,Male,553000.0,683,302000.0,36,Employed,8.51,7.9,Bachelor,Married,0,0
66,Male,666000.0,665,841000.0,48,Employed,9.05,12.6,Bachelor,Married,5,0
63,Male,1013000.0,745,514000.0,24,Employed,6.65,3.8,PhD,Married,3,1
25,Female,636000.0,803,357000.0,36,Employed,4.91,5.0,Bachelor,Single,1,0
61,Female,1264000.0,501,754000.0,36,Employed,13.97,9.0,Bachelor,Married,0,1
48,Male,929000.0,679,534000.0,48,Employed,8.63,6.3,Bachelor,Married,0,0
56,Female,1070000.0,717,2337000.0,36,Employed,7.49,17.7,Bachelor,Married,3,0
44,Female,1369000.0,646,830000.0,48,Employed,9.62,6.8,Master,Married,2,0
45,Female,788000.0,758,674000.0,36,Employed,6.26,6.0,Bachelor,Single,2,0
44,Female,732000.0,831,904000.0,48,Employed,4.07,6.7,Master,Married,1,0
49,Male,1145000.0,817,1383000.0,60,Employed,4.49,6.7,PhD,Divorced,1,1
35,Female,975000.0,631,695000.0,24,Self-employed,11.07,8.5,Bachelor,Divorced,0,0
28,Male,764000.0,619,449000.0,60,Self-employed,11.43,7.5,High School,Single,1,0
40,Male,1348000.0,824,2923000.0,36,Unemployed,6.28,14.1,Master,Married,0,1
50,Male,825000.0,681,534000.0,36,Employed,8.57,7.7,Bachelor,Divorced,3,0
37,Male,844000.0,613,437000.0,48,Employed,10.61,6.0,Bachelor,Single,2,0
49,Male,877000.0,741,480000.0,36,Employed,6.77,5.8,Master,Single,4,0
63,Male,727000.0,637,242000.0,36,Self-employed,10.89,5.6,Bachelor,Married,4,0
32,Male,841000.0,632,797000.0,36,Employed,10.04,10.8,PhD,Married,0,0
49,Female,1377000.0,791,452000.0,12,Employed,5.27,2.1,Bachelor,Married,0,0
43,Male,979000.0,597,602000.0,36,Employed,11.09,7.6,Bachelor,Married,1,0
56,Female,901000.0,544,475000.0,24,Employed,12.68,8.7,PhD,Married,3,0
36,Male,794000.0,632,1592000.0,60,Employed,10.04,23.0,High School,Married,0,0
50,Female,965000.0,716,339000.0,12,Employed,7.52,3.4,High School,Single,4,0
54,Male,1114000.0,579,461000.0,36,Employed,11.63,6.7,PhD,Married,0,0
60,Male,1083000.0,684,692000.0,60,Self-employed,9.48,7.6,High School,Married,1,0
49,Male,796000.0,721,515000.0,60,Self-employed,8.37,6.9,High School,Married,2,0
45,Female,948000.0,781,561000.0,48,Employed,5.57,4.2,Bachelor,Married,1,0
48,Female,1005000.0,620,613000.0,36,Employed,10.4,7.2,High School,Married,2,0
56,Male,695000.0,771,311000.0,24,Employed,5.87,6.9,Master,Divorced,1,0
47,Male,910000.0,622,681000.0,36,Employed,10.34,9.2,Bachelor,Married,0,0
28,Female,479000.0,733,149000.0,12,Employed,7.01,7.1,Master,Single,1,0
59,Male,1038000.0,675,690000.0,48,Employed,8.75,7.1,Bachelor,Married,2,0
50,Female,1071000.0,575,497000.0,36,Employed,11.75,6.3,PhD,Married,0,0
49,Male,1099000.0,743,1294000.0,36,Employed,6.71,9.4,Bachelor,Married,2,1
37,Male,746000.0,616,1128000.0,36,Employed,10.52,20.6,Master,Single,0,0
49,Male,956000.0,602,512000.0,36,Employed,10.94,6.8,PhD,Married,0,0
42,Male,1370000.0,657,1787000.0,36,Employed,9.29,13.5,Bachelor,Single,1,1
49,Female,1386000.0,727,857000.0,48,Employed,7.19,5.4,High School,Single,1,0
33,Female,817000.0,622,347000.0,24,Employed,10.34,5.1,High School,Married,0,0
49,Male,908000.0,605,1348000.0,36,Employed,10.85,16.7,PhD,Married,1,0
73,Female,1315000.0,464,871000.0,24,Employed,15.08,10.7,Master,Married,0,0
30,Male,551000.0,684,375000.0,12,Employed,8.48,8.4,PhD,Single,2,1
64,Male,842000.0,674,782000.0,36,Employed,8.78,10.4,Master,Married,2,0
42,Male,1326000.0,622,954000.0,24,Employed,10.34,7.9,Bachelor,Married,1,0
56,Female,1207000.0,535,668000.0,12,Employed,12.95,8.5,High School,Married,1,0
52,Female,982000.0,674,388000.0,48,Employed,8.78,4.6,PhD,Divorced,1,0
46,Female,598000.0,762,391000.0,36,Employed,6.14,6.0,Bachelor,Divorced,2,0
51,Female,866000.0,743,838000.0,24,Employed,6.71,8.4,Bachelor,Divorced,1,0
56,Female,765000.0,785,545000.0,12,Employed,5.45,7.6,Bachelor,Married,3,0
42,Female,941000.0,463,751000.0,24,Self-employed,16.11,14.3,High School,Married,1,0
40,Female,679000.0,829,636000.0,36,Employed,4.13,4.8,Bachelor,Single,3,0
49,Female,671000.0,652,305000.0,36,Unemployed,11.44,6.8,Master,Single,2,1
53,Male,562000.0,843,264000.0,36,Employed,3.71,5.0,High School,Single,4,1
52,Male,1302000.0,628,775000.0,24,Employed,10.16,7.5,High School,Married,1,0
53,Male,793000.0,684,430000.0,36,Employed,8.48,6.7,Bachelor,Single,4,1
43,Male,895000.0,656,689000.0,36,Self-employed,10.32,9.0,Master,Married,1,0
54,Female,886000.0,656,431000.0,36,Employed,9.32,5.2,High School,Married,2,0
34,Male,620000.0,779,357000.0,48,Employed,5.63,5.8,High School,Married,1,1
46,Female,629000.0,751,761000.0,36,Employed,6.47,8.9,PhD,Divorced,1,0
25,Male,602000.0,844,512000.0,24,Self-employed,4.68,6.8,High School,Divorced,2,0
40,Male,693000.0,718,362000.0,48,Employed,7.46,6.3,High School,Divorced,0,0
41,Male,949000.0,682,648000.0,24,Self-employed,9.54,7.5,Bachelor,Married,2,0
42,Female,687000.0,562,797000.0,24,Employed,12.14,15.7,High School,Married,0,1
50,Male,1572000.0,847,1435000.0,48,Employed,3.59,4.1,Bachelor,Married,3,1
42,Male,1187000.0,703,1086000.0,36,Employed,7.91,8.0,PhD,Married,0,0
44,Female,1106000.0,739,579000.0,48,Employed,6.83,4.1,Bachelor,Married,1,0
38,Female,810000.0,669,887000.0,24,Self-employed,9.93,12.3,Master,Divorced,3,1
42,Male,1417000.0,702,3000000.0,36,Employed,7.94,17.7,PhD,Married,3,0
38,Male,787000.0,817,438000.0,24,Self-employed,5.49,6.1,High School,Married,1,0
31,Male,810000.0,598,309000.0,36,Employed,11.06,5.2,Bachelor,Divorced,1,0
47,Female,910000.0,639,637000.0,24,Employed,9.83,9.1,Master,Divorced,0,0
49,Male,1082000.0,592,1006000.0,36,Employed,11.24,11.1,Bachelor,Married,3,1
48,Male,1057000.0,764,748000.0,12,Employed,6.08,4.9,Master,Married,2,0
44,Male,751000.0,542,281000.0,12,Employed,12.74,6.1,Master,Married,0,0
42,Male,734000.0,556,410000.0,36,Employed,12.32,7.9,Bachelor,Married,1,0
56,Female,1082000.0,641,928000.0,60,Employed,9.77,8.9,High School,Married,2,0
45,Male,1075000.0,694,618000.0,48,Self-employed,9.18,8.2,High School,Single,2,0
44,Male,768000.0,669,683000.0,60,Unemployed,10.93,11.0,Bachelor,Married,1,1
28,Male,535000.0,527,532000.0,36,Employed,13.19,20.2,High School,Single,0,0
41,Male,799000.0,824,697000.0,12,Employed,4.28,4.6,Master,Married,2,0
42,Male,1034000.0,822,796000.0,36,Employed,4.34,3.8,Bachelor,Single,0,0
42,Female,1584000.0,635,1513000.0,36,Employed,9.95,10.9,Master,Single,0,0
47,Female,641000.0,747,325000.0,24,Self-employed,7.59,5.2,Bachelor,Divorced,1,0
46,Female,767000.0,710,360000.0,24,Employed,7.7,5.3,Master,Married,0,0
47,Female,778000.0,623,439000.0,12,Employed,10.31,6.6,PhD,Married,2,1
52,Female,1366000.0,630,707000.0,36,Employed,10.1,6.1,Master,Married,1,0
54,Male,878000.0,689,428000.0,24,Employed,8.33,4.7,Bachelor,Married,3,0
50,Female,693000.0,672,1161000.0,12,Employed,8.84,16.5,High School,Married,1,0
61,Female,1069000.0,639,2081000.0,36,Employed,9.83,20.0,Bachelor,Married,1,0
27,Female,714000.0,768,453000.0,36,Employed,5.96,5.7,Bachelor,Married,2,0
37,Male,607000.0,687,431000.0,36,Self-employed,9.39,9.4,PhD,Married,0,0
26,Male,623000.0,728,408000.0,48,Employed,7.16,6.9,Bachelor,Married,2,0
48,Female,1559000.0,607,1659000.0,24,Employed,10.79,12.4,Master,Married,2,0
57,Female,1002000.0,699,1308000.0,48,Employed,8.03,11.6,Master,Married,0,1
38,Female,867000.0,646,287000.0,12,Employed,9.62,4.3,Bachelor,Divorced,0,1
59,Male,843000.0,697,725000.0,36,Employed,8.09,8.8,Bachelor,Married,2,0
31,Male,897000.0,760,390000.0,36,Employed,6.2,4.0,High School,Married,0,0
60,Male,980000.0,757,1725000.0,60,Employed,6.29,12.3,High School,Married,2,1
41,Female,927000.0,656,749000.0,36,Employed,9.32,9.1,Master,Married,0,0
33,Male,854000.0,737,434000.0,24,Employed,6.89,4.3,Master,Married,2,0
44,Male,1129000.0,816,787000.0,36,Employed,4.52,5.3,Bachelor,Single,0,0
38,Female,845000.0,721,525000.0,36,Employed,7.37,5.8,Bachelor,Married,1,0
39,Male,649000.0,591,507000.0,36,Employed,11.27,10.8,Bachelor,Divorced,0,0
40,Female,713000.0,734,843000.0,24,Employed,6.98,9.9,Bachelor,Single,2,0
53,Male,570000.0,570,213000.0,36,Employed,11.9,7.4,High School,Married,0,1
46,Female,1740000.0,789,3000000.0,24,Employed,5.33,10.0,Master,Single,4,1
40,Male,1115000.0,695,1698000.0,48,Employed,8.15,13.5,Bachelor,Married,2,1
48,Female,699000.0,664,322000.0,36,Employed,9.08,7.7,Bachelor,Married,0,0
50,Female,809000.0,538,479000.0,12,Unemployed,14.86,9.1,High School,Married,1,0
39,Male,706000.0,662,1097000.0,48,Employed,9.14,17.4,Master,Married,1,0
43,Male,1435000.0,800,1996000.0,36,Employed,5.0,8.3,High School,Single,1,0
34,Male,573000.0,493,267000.0,36,Employed,14.21,7.5,Bachelor,Married,1,0
36,Female,862000.0,685,863000.0,12,Self-employed,9.45,11.7,Bachelor,Single,1,0
49,Female,846000.0,812,3000000.0,36,Self-employed,5.64,22.4,Bachelor,Single,4,0
36,Male,1089000.0,666,761000.0,36,Employed,9.02,7.8,High School,Single,1,0
45,Female,835000.0,674,428000.0,60,Self-employed,9.78,5.7,PhD,Married,4,0
50,Male,583000.0,710,440000.0,12,Employed,7.7,8.7,Bachelor,Married,3,1
33,Female,765000.0,682,581000.0,12,Employed,8.54,9.1,Master,Single,1,0
46,Female,671000.0,599,330000.0,60,Employed,11.03,6.8,Master,Single,3,0
38,Male,859000.0,488,566000.0,60,Employed,14.36,11.2,Master,Single,1,0
62,Male,1435000.0,717,609000.0,12,Employed,7.49,3.9,Bachelor,Married,2,0
44,Male,567000.0,807,328000.0,48,Employed,4.79,6.1,Master,Single,0,0
53,Male,719000.0,571,615000.0,24,Employed,11.87,11.6,Master,Single,3,0
46,Male,742000.0,614,239000.0,48,Employed,10.58,4.6,Bachelor,Divorced,0,0
29,Male,725000.0,660,739000.0,48,Employed,9.2,11.0,Master,Single,1,0
48,Male,1093000.0,768,384000.0,24,Employed,5.96,2.7,High School,Married,0,1
61,Male,866000.0,632,286000.0,24,Employed,10.04,4.6,High School,Married,4,0
47,Male,982000.0,792,600000.0,12,Employed,5.24,4.7,Bachelor,Married,3,0
54,Female,753000.0,536,491000.0,12,Employed,12.92,10.9,PhD,Married,0,0
57,Male,957000.0,816,1418000.0,12,Employed,4.52,8.1,Master,Married,5,0
38,Female,1077000.0,705,768000.0,48,Employed,7.85,6.1,Master,Married,3,0
37,Female,683000.0,729,436000.0,24,Employed,7.13,8.0,High School,Divorced,2,0
48,Male,1108000.0,659,961000.0,36,Self-employed,10.23,11.1,Bachelor,Single,2,1
43,Male,867000.0,761,443000.0,48,Employed,6.17,4.6,Bachelor,Single,2,0
55,Female,1233000.0,598,810000.0,36,Employed,11.06,7.9,Master,Single,3,0
57,Female,848000.0,531,296000.0,36,Employed,13.07,5.6,High School,Married,3,0
41,Male,953000.0,666,659000.0,12,Unemployed,11.02,8.8,Bachelor,Married,0,0
38,Male,829000.0,782,587000.0,36,Employed,5.54,5.6,PhD,Divorced,1,0
52,Male,858000.0,753,446000.0,24,Employed,6.41,4.5,PhD,Married,2,0
39,Male,911000.0,695,675000.0,48,Employed,8.15,6.9,PhD,Married,2,0
54,Male,1041000.0,708,780000.0,24,Employed,7.76,7.7,Bachelor,Married,0,0
43,Male,622000.0,583,666000.0,36,Employed,11.51,14.5,PhD,Married,0,1
49,Female,1396000.0,778,560000.0,36,Employed,5.66,2.8,Master,Married,1,0
33,Male,521000.0,762,371000.0,36,Employed,6.14,7.0,PhD,Married,2,0
48,Male,724000.0,728,373000.0,24,Employed,7.16,5.5,PhD,Married,3,1
44,Male,834000.0,683,857000.0,24,Employed,8.51,9.7,PhD,Single,2,0
47,Male,980000.0,828,1098000.0,48,Employed,4.16,6.9,High School,Married,3,1
36,Male,1433000.0,791,1375000.0,12,Employed,5.27,6.0,High School,Married,2,0
51,Male,575000.0,725,302000.0,24,Self-employed,8.25,6.2,Master,Divorced,3,1
56,Female,781000.0,660,789000.0,36,Employed,9.2,10.8,Bachelor,Divorced,1,1
37,Male,509000.0,719,197000.0,48,Employed,7.43,5.8,Bachelor,Married,2,0
33,Female,832000.0,709,299000.0,36,Employed,7.73,4.2,Master,Single,0,0
28,Female,882000.0,666,352000.0,36,Employed,9.02,4.9,High School,Married,0,0
48,Male,1477000.0,643,945000.0,36,Employed,9.71,7.6,High School,Single,3,1
47,Male,897000.0,669,824000.0,12,Self-employed,9.93,9.8,Bachelor,Married,2,0
46,Male,1206000.0,708,316000.0,36,Employed,7.76,2.6,High School,Single,2,1
38,Female,1008000.0,674,1293000.0,48,Employed,8.78,13.0,Master,Married,2,0
42,Female,753000.0,631,512000.0,60,Employed,10.07,12.2,PhD,Married,1,1
47,Female,613000.0,755,243000.0,12,Employed,6.35,5.6,Master,Married,0,0
45,Male,934000.0,698,674000.0,36,Self-employed,9.06,9.8,Master,Divorced,1,1
67,Female,663000.0,547,651000.0,36,Employed,12.59,13.8,High School,Married,4,0
34,Male,1282000.0,659,1123000.0,12,Employed,9.23,8.8,Bachelor,Married,0,1
50,Male,836000.0,793,1078000.0,36,Employed,5.21,8.5,Master,Married,4,0
42,Male,1260000.0,753,533000.0,24,Employed,6.41,4.2,Master,Single,3,0
43,Male,747000.0,648,407000.0,36,Self-employed,10.56,6.6,High School,Married,2,1
50,Female,947000.0,815,499000.0,24,Employed,4.55,3.5,Master,Married,1,0
50,Male,930000.0,553,1277000.0,36,Employed,12.41,18.3,PhD,Married,0,0
68,Male,918000.0,826,970000.0,36,Self-employed,5.22,6.4,Bachelor,Married,3,0
34,Male,730000.0,625,2039000.0,36,Self-employed,11.25,32.7,High School,Married,0,1
33,Female,932000.0,461,394000.0,36,Employed,15.17,8.4,Bachelor,Married,0,1
51,Female,693000.0,675,343000.0,24,Employed,8.75,6.5,High School,Married,3,0
47,Male,639000.0,657,396000.0,36,Employed,9.29,8.6,PhD,Married,3,0
39,Male,1273000.0,700,1728000.0,48,Employed,8.0,12.0,PhD,Divorced,2,1
32,Male,1040000.0,765,654000.0,24,Employed,6.05,4.6,Master,Married,2,0
32,Female,838000.0,779,664000.0,36,Employed,5.63,6.2,Master,Single,1,0
57,Female,1546000.0,667,1077000.0,36,Employed,8.99,6.7,Master,Married,4,1
36,Male,770000.0,674,527000.0,36,Employed,8.78,7.3,Bachelor,Married,0,0
40,Female,1314000.0,591,608000.0,36,Employed,11.27,5.8,Master,Single,0,0
38,Male,885000.0,529,472000.0,36,Employed,13.13,8.0,Master,Married,1,1
41,Female,648000.0,724,424000.0,12,Employed,7.28,6.7,Master,Married,2,1
31,Male,1578000.0,544,908000.0,36,Employed,12.68,7.9,High School,Married,0,1
45,Male,1181000.0,748,1347000.0,36,Employed,6.56,8.1,Bachelor,Married,2,0
31,Male,789000.0,700,1312000.0,12,Employed,8.0,16.0,Bachelor,Married,0,0
53,Male,1103000.0,610,485000.0,36,Employed,10.7,5.7,Master,Single,3,0
38,Female,748000.0,700,436000.0,36,Employed,8.0,5.9,Bachelor,Married,0,0
46,Male,1120000.0,604,492000.0,48,Employed,10.88,5.4,Bachelor,Married,1,0
56,Female,544000.0,677,399000.0,24,Employed,8.69,7.2,Master,Married,2,1
49,Female,672000.0,766,394000.0,60,Employed,6.02,5.1,Bachelor,Single,1,0
46,Male,1179000.0,682,892000.0,36,Employed,8.54,7.0,Bachelor,Single,1,0
40,Male,786000.0,591,819000.0,36,Employed,11.27,13.9,PhD,Single,0,1
41,Male,903000.0,745,271000.0,24,Self-employed,7.65,3.6,High School,Married,1,0
49,Female,627000.0,606,491000.0,36,Employed,10.82,12.6,High School,Single,3,0
69,Male,1692000.0,749,1007000.0,48,Unemployed,8.53,5.9,High School,Married,0,0
49,Male,1279000.0,686,1078000.0,36,Employed,8.42,7.7,High School,Single,4,0
46,Male,815000.0,680,379000.0,36,Self-employed,9.6,5.0,Bachelor,Married,0,0
51,Female,786000.0,782,1054000.0,36,Employed,5.54,9.7,Master,Single,3,0
44,Male,1194000.0,741,1332000.0,36,Employed,6.77,8.1,Bachelor,Single,1,0
31,Male,1665000.0,513,1206000.0,24,Employed,13.61,10.4,High School,Married,0,1
46,Male,1169000.0,640,1103000.0,48,Employed,9.8,11.6,High School,Married,1,0
62,Male,1892000.0,788,1042000.0,36,Employed,5.36,3.8,Bachelor,Married,4,0
36,Female,648000.0,488,267000.0,24,Employed,14.36,8.2,Bachelor,Married,1,1
50,Male,707000.0,702,699000.0,36,Self-employed,8.94,11.6,Bachelor,Single,0,0
37,Female,612000.0,746,321000.0,48,Employed,6.62,6.6,High School,Single,3,0
46,Female,987000.0,720,1417000.0,48,Self-employed,8.4,14.7,High School,Single,3,1
33,Male,870000.0,755,552000.0,36,Employed,6.35,5.0,High School,Married,0,0
44,Female,820000.0,745,750000.0,60,Employed,6.65,7.3,High School,Single,0,0
52,Male,1130000.0,737,2347000.0,12,Employed,6.89,15.0,Master,Divorced,0,0
41,Male,1274000.0,772,702000.0,12,Employed,5.84,4.1,Bachelor,Married,3,0
49,Female,605000.0,725,443000.0,24,Employed,7.25,7.2,High School,Married,1,0
53,Male,755000.0,668,838000.0,24,Employed,8.96,10.6,Bachelor,Married,1,0
59,Female,1155000.0,685,1239000.0,12,Employed,8.45,9.8,Bachelor,Married,5,1
38,Male,735000.0,743,460000.0,36,Employed,6.71,7.6,Bachelor,Married,2,0
42,Female,686000.0,790,415000.0,36,Employed,5.3,5.2,High School,Married,1,0
35,Female,1162000.0,633,673000.0,36,Employed,10.01,7.3,Master,Married,2,1
68,Male,691000.0,653,925000.0,36,Employed,9.41,14.2,Master,Single,4,1
59,Male,832000.0,811,568000.0,48,Employed,4.67,3.7,Bachelor,Married,3,0
46,Female,952000.0,710,689000.0,24,Employed,7.7,6.8,Bachelor,Married,2,0
55,Female,765000.0,603,394000.0,36,Employed,10.91,8.3,High School,Married,4,1
45,Male,1100000.0,730,1094000.0,36,Employed,7.1,7.7,Master,Divorced,1,0
48,Female,745000.0,843,636000.0,60,Employed,3.71,5.5,Bachelor,Single,0,0
32,Male,1332000.0,773,655000.0,24,Employed,5.81,3.2,High School,Divorced,1,0
52,Male,851000.0,751,415000.0,12,Self-employed,7.47,5.1,Bachelor,Married,4,0
34,Female,1026000.0,613,307000.0,36,Employed,10.61,4.7,PhD,Married,1,0
54,Female,1113000.0,790,594000.0,48,Employed,5.3,3.8,Bachelor,Divorced,0,1
