Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Interest_Rate,Debt_To_Income_Ratio,Education_Level,Marital_Status,Previous_Loans,Default,Loan_To_Income_Ratio,Monthly_Payment,Payment_To_Income_Ratio,Credit_Score_Group,Income_Group,Term_Category,Gender_Encoded,Employment_Status_Encoded,Education_Level_Encoded,Marital_Status_Encoded,Credit_Score_Group_Encoded,Income_Group_Encoded,Term_Category_Encoded
51,Male,742000.0,674,1785000.0,24,Employed,8.78,22.3,Bachelor,Married,2,0,2.4056603773584904,81367.20509535185,1.315911672701108,Medium,Low,Medium,1,0,0,1,2,1,1
53,Female,577000.0,799,785000.0,36,Employed,5.03,10.1,High School,Married,4,0,1.3604852686308493,23537.72911014563,0.48951949622486574,Very_High,Very_Low,Medium,0,0,1,1,3,4,1
68,Male,907000.0,696,685000.0,36,Employed,8.12,7.7,Bachelor,Single,1,0,0.7552370452039692,21503.35103434042,0.2844985803881864,Medium,Medium,Medium,1,0,0,2,2,2,1
43,Male,1864000.0,692,1757000.0,48,Unemployed,10.24,10.8,PhD,Married,1,0,0.9425965665236051,44764.841477188675,0.28818567474584983,Medium,Very_High,Long,1,2,3,1,2,3,0
42,Female,1099000.0,542,579000.0,24,Employed,12.74,8.6,Bachelor,Married,1,0,0.5268425841674249,27456.058707863045,0.2997931797036911,Very_Low,High,Medium,0,0,0,1,4,0,1
52,Female,1876000.0,808,911000.0,36,Employed,4.76,2.6,Master,Single,3,0,0.48560767590618337,27205.43111141485,0.17402194740777088,Very_High,Very_High,Medium,0,0,2,2,3,3,1
41,Female,1125000.0,602,1319000.0,36,Employed,10.94,14.9,Master,Married,0,0,1.1724444444444444,43144.89971107209,0.46021226358476897,Very_Low,Very_High,Medium,0,0,2,1,4,3,1
59,Male,1238000.0,698,1386000.0,36,Self-employed,9.06,11.7,High School,Divorced,3,1,1.1195476575121164,44113.14339184799,0.4275910506479611,Medium,Very_High,Medium,1,1,1,0,2,3,1
55,Male,1732000.0,767,1152000.0,24,Employed,5.99,4.6,Bachelor,Single,3,1,0.6651270207852193,51052.152309640034,0.35371006219150136,High,Very_High,Medium,1,0,0,2,0,3,1
43,Male,958000.0,616,684000.0,12,Self-employed,11.52,9.7,Bachelor,Married,1,0,0.7139874739039666,60619.087371498725,0.7593205098726354,Very_Low,High,Short,1,1,0,1,4,0,2
51,Male,833000.0,698,1051000.0,48,Employed,8.06,11.5,PhD,Married,3,0,1.261704681872749,25687.592183782108,0.37004934718533644,Medium,Medium,Long,1,0,3,1,2,2,0
52,Female,1219000.0,624,1159000.0,36,Employed,10.28,11.1,Master,Married,0,0,0.9507793273174734,37550.215346611054,0.3696493717467864,Low,Very_High,Medium,0,0,2,1,1,3,1
33,Male,1358000.0,755,558000.0,36,Employed,6.35,3.3,Master,Married,2,0,0.4108983799705449,17064.072558105898,0.15078709182420527,High,Very_High,Medium,1,0,2,1,0,3,1
58,Female,792000.0,706,616000.0,60,Unemployed,9.82,9.6,High School,Divorced,3,0,0.7777777777777778,13033.688836713582,0.19748013388959973,Medium,Low,Long,0,2,1,0,2,1,0
45,Female,709000.0,783,494000.0,36,Employed,5.51,5.6,High School,Married,0,1,0.6967559943582511,14919.003734389993,0.25250782061026783,Very_High,Low,Medium,0,0,1,1,3,1,1
54,Male,923000.0,797,1204000.0,36,Employed,5.09,7.7,PhD,Married,1,0,1.3044420368364031,36133.631466080646,0.4697763570888058,Very_High,Medium,Medium,1,0,3,1,3,2,1
40,Male,1103000.0,726,1286000.0,24,Employed,7.22,9.6,Bachelor,Married,1,0,1.1659111514052585,57705.881452549285,0.6278065071900194,High,High,Medium,1,0,0,1,0,0,1
57,Female,1141000.0,745,1572000.0,60,Employed,6.65,13.2,High School,Married,4,1,1.3777388255915863,30868.553802788603,0.3246473669004937,High,Very_High,Long,0,0,1,1,0,3,0
42,Female,596000.0,703,262000.0,36,Employed,7.91,4.9,High School,Single,1,0,0.4395973154362416,8199.254181376553,0.16508565465858832,Medium,Very_Low,Medium,0,0,1,2,2,4,1
26,Male,1603000.0,663,765000.0,36,Employed,9.11,5.0,Bachelor,Single,1,0,0.47723019338739864,24365.978887550395,0.18240283633849327,Low,Very_High,Medium,1,0,0,2,1,3,1
58,Male,762000.0,726,927000.0,36,Self-employed,8.22,11.1,High School,Divorced,0,1,1.2165354330708662,29142.984254897732,0.45894463393539736,High,Low,Medium,1,1,1,0,0,1,1
32,Male,759000.0,802,451000.0,48,Self-employed,5.94,4.7,Bachelor,Married,2,0,0.5942028985507246,10579.346123733445,0.16726238930803866,Very_High,Low,Long,1,1,0,1,3,1,0
40,Female,663000.0,671,245000.0,48,Employed,8.87,6.0,Master,Married,3,0,0.3695324283559578,6081.723136399715,0.11007643685791339,Low,Very_Low,Long,0,0,2,1,1,4,0
61,Male,2335000.0,645,1949000.0,24,Employed,9.65,8.8,Bachelor,Single,4,0,0.8346895074946467,89621.94157603921,0.4605838539239702,Low,Very_High,Medium,1,0,0,2,1,3,1
61,Female,972000.0,664,510000.0,36,Employed,9.08,6.0,PhD,Married,0,0,0.5246913580246914,16236.859168964907,0.20045505146870257,Low,High,Medium,0,0,3,1,1,0,1
47,Male,693000.0,676,1141000.0,36,Employed,8.72,17.2,High School,Single,2,1,1.6464646464646464,36134.98774921635,0.6257140735795039,Medium,Low,Medium,1,0,1,2,2,1,1
48,Male,1139000.0,551,760000.0,12,Self-employed,13.47,10.6,Bachelor,Single,3,0,0.6672519754170325,68048.82891243167,0.716932350262669,Very_Low,Very_High,Short,1,1,0,2,4,3,2
44,Male,1091000.0,691,803000.0,48,Employed,8.27,7.1,High School,Divorced,1,0,0.7360219981668195,19705.506991475297,0.21674251502997574,Medium,High,Long,1,0,1,0,2,0,0
40,Male,800000.0,690,465000.0,24,Self-employed,9.3,6.1,PhD,Single,0,1,0.58125,21307.46749893117,0.31961201248396753,Medium,Low,Medium,1,1,3,2,2,1,1
40,Male,1106000.0,712,1701000.0,36,Self-employed,8.64,14.9,PhD,Married,3,0,1.5379746835443038,53806.79575649206,0.5837988689673641,Medium,High,Medium,1,1,3,1,2,0,1
49,Male,703000.0,658,548000.0,36,Employed,9.26,9.1,Bachelor,Married,2,0,0.7795163584637269,17492.641203125317,0.2985941599395502,Low,Low,Medium,1,0,0,1,1,1,1
51,Male,769000.0,718,453000.0,36,Employed,7.46,6.0,Bachelor,Married,2,0,0.5890767230169051,14082.79635918205,0.2197575504683805,High,Low,Medium,1,0,0,1,0,1,1
53,Male,567000.0,791,307000.0,36,Employed,5.27,4.5,Bachelor,Married,1,0,0.5414462081128748,9238.327359620245,0.19552015575915863,Very_High,Very_Low,Medium,1,0,0,1,3,4,1
53,Male,642000.0,823,485000.0,60,Employed,4.31,6.0,PhD,Married,3,0,0.7554517133956387,9000.022712973023,0.16822472360697238,Very_High,Very_Low,Long,1,0,3,1,3,4,0
32,Female,1556000.0,711,726000.0,36,Employed,7.67,4.5,Master,Married,0,0,0.4665809768637532,22639.840417080384,0.17460031169984871,Medium,Very_High,Medium,0,0,2,1,2,3,1
45,Male,1496000.0,524,1381000.0,24,Self-employed,14.28,13.9,PhD,Single,2,1,0.9231283422459893,66488.61111038094,0.5333311051634835,Very_Low,Very_High,Medium,1,1,3,2,4,3,1
30,Male,832000.0,830,329000.0,36,Employed,4.1,2.4,High School,Single,0,0,0.3954326923076923,9728.033275259793,0.14030817223932396,Very_High,Medium,Medium,1,0,1,2,3,2,1
46,Male,1511000.0,740,1022000.0,24,Employed,6.8,6.0,Bachelor,Married,0,0,0.6763732627399074,45664.968940680694,0.3626602430762199,High,Very_High,Medium,1,0,0,1,0,3,1
43,Female,816000.0,651,712000.0,24,Employed,9.47,10.3,Master,Married,0,0,0.8725490196078431,32681.290346680355,0.48060721098059345,Low,Medium,Medium,0,0,2,1,1,2,1
57,Male,839000.0,590,600000.0,12,Employed,11.3,9.7,PhD,Married,1,0,0.7151370679380215,53112.99298670109,0.7596614014784422,Very_Low,Medium,Short,1,0,3,1,4,2,2
41,Female,862000.0,589,388000.0,12,Employed,11.33,5.5,Bachelor,Single,1,0,0.45011600928074247,34351.836602943324,0.4782158227787934,Very_Low,Medium,Short,0,0,0,2,4,2,2
34,Female,797000.0,599,672000.0,36,Employed,11.03,10.8,Bachelor,Married,1,0,0.8431618569636136,22009.966170694086,0.33139221336051317,Very_Low,Low,Medium,0,0,0,1,4,1,1
35,Female,779000.0,527,304000.0,36,Employed,13.19,6.5,PhD,Married,1,1,0.3902439024390244,10270.8043655094,0.1582152148730588,Very_Low,Low,Medium,0,0,3,1,4,1,1
52,Male,1267000.0,800,958000.0,24,Employed,5.0,4.5,High School,Married,2,0,0.7561168113654302,42028.79136523771,0.39806274379072815,Very_High,Very_High,Medium,1,0,1,1,3,3,1
48,Female,908000.0,701,853000.0,48,Employed,7.97,9.4,Bachelor,Single,3,0,0.9394273127753304,20812.21284222941,0.27505127104267946,Medium,Medium,Long,0,0,0,2,2,2,0
33,Male,1038000.0,739,926000.0,24,Employed,6.83,7.7,Bachelor,Married,2,0,0.8921001926782274,41388.07995655773,0.4784749127925749,High,High,Medium,1,0,0,1,0,0,1
32,Female,1158000.0,774,647000.0,60,Employed,5.78,4.5,High School,Married,1,0,0.5587219343696027,12442.243268257107,0.12893516340162806,Very_High,Very_High,Long,0,0,1,1,3,3,0
50,Female,982000.0,763,1294000.0,36,Self-employed,7.11,11.4,Bachelor,Married,3,0,1.3177189409368635,40020.07559509875,0.48904369362646133,High,High,Medium,0,1,0,1,0,0,1
31,Male,626000.0,792,493000.0,12,Employed,5.24,5.3,Master,Single,0,0,0.7875399361022364,42258.729661661564,0.8100714951117233,Very_High,Very_Low,Short,1,0,2,2,3,4,2
54,Female,641000.0,829,715000.0,60,Employed,4.13,6.1,Bachelor,Married,4,1,1.1154446177847115,13209.8008634618,0.24729736405856725,Very_High,Very_Low,Long,0,0,0,1,3,4,0
50,Male,914000.0,677,1311000.0,36,Employed,8.69,13.8,Bachelor,Divorced,3,0,1.4343544857768054,41500.558655315566,0.5448651026956092,Medium,Medium,Medium,1,0,0,0,2,2,1
32,Female,780000.0,820,1042000.0,36,Employed,4.4,7.0,Master,Single,1,0,1.3358974358974358,30949.74856157674,0.4761499778704114,Very_High,Low,Medium,0,0,2,2,3,1,1
32,Male,843000.0,745,1048000.0,24,Employed,6.65,10.3,PhD,Single,0,0,1.243179122182681,46755.55340924571,0.6655594791351702,High,Medium,Medium,1,0,3,2,0,2,1
66,Male,919000.0,549,583000.0,48,Employed,12.53,9.0,Master,Single,0,0,0.6343852013057671,15504.774894779825,0.20245625542694004,Very_Low,Medium,Long,1,0,2,2,4,2,0
42,Male,2171000.0,734,2265000.0,36,Self-employed,7.98,9.4,Master,Married,3,0,1.0432980193459236,70955.9718436353,0.3922025159482375,High,Very_High,Medium,1,1,2,1,0,3,1
42,Female,608000.0,736,481000.0,24,Employed,6.92,6.7,PhD,Divorced,1,0,0.7911184210526315,21518.17019366098,0.4247007275064667,High,Very_Low,Medium,0,0,3,0,0,4,1
54,Male,572000.0,801,268000.0,24,Employed,4.97,8.4,Master,Married,3,0,0.46853146853146854,11753.932108597115,0.24658598829224718,Very_High,Very_Low,Medium,1,0,2,1,3,4,1
61,Male,998000.0,660,759000.0,48,Employed,9.2,10.3,PhD,Married,0,1,0.7605210420841684,18959.90926928246,0.22797486095329608,Low,High,Long,1,0,3,1,1,0,0
66,Male,837000.0,711,658000.0,24,Employed,7.67,7.4,Master,Married,1,0,0.7861409796893668,29660.622171294945,0.42524189492895975,Medium,Medium,Medium,1,0,2,1,2,2,1
51,Female,964000.0,472,665000.0,24,Self-employed,15.84,13.1,Master,Married,2,1,0.6898340248962656,32509.65251213676,0.40468447110543687,Very_Low,High,Medium,0,1,2,1,4,0,1
42,Male,1021000.0,650,631000.0,36,Employed,9.5,6.8,Master,Married,0,0,0.6180215475024485,20212.791286433454,0.23756463803839517,Low,High,Medium,1,0,2,1,1,0,1
32,Male,1271000.0,542,531000.0,48,Employed,12.74,6.9,PhD,Married,1,1,0.4177812745869394,14176.973187927453,0.13385025826524738,Very_Low,Very_High,Long,1,0,3,1,4,3,0
52,Male,616000.0,696,577000.0,24,Employed,8.12,9.4,Master,Married,1,0,0.9366883116883117,26127.737694534302,0.5089819031402786,Medium,Very_Low,Medium,1,0,2,1,2,4,1
46,Male,742000.0,771,326000.0,24,Employed,5.87,3.4,Master,Single,2,0,0.4393530997304582,14429.430277721409,0.23336005839980714,Very_High,Low,Medium,1,0,2,2,3,1,1
43,Male,974000.0,613,1253000.0,48,Employed,10.61,13.9,High School,Married,0,0,1.286447638603696,32147.639300516876,0.3960694780351155,Very_Low,High,Long,1,0,1,1,4,0,0
58,Male,1134000.0,698,706000.0,24,Employed,8.06,5.9,PhD,Married,3,0,0.6225749559082893,31949.790900318614,0.338093025400197,Medium,Very_High,Medium,1,0,3,1,2,3,1
33,Female,1821000.0,612,1277000.0,36,Employed,10.64,8.2,Bachelor,Married,0,0,0.7012630422844591,41589.97148641427,0.2740690048528123,Very_Low,Very_High,Medium,0,0,0,1,4,3,1
45,Male,1166000.0,578,912000.0,60,Self-employed,12.66,11.9,High School,Single,3,0,0.7821612349914236,20592.415316852344,0.2119288025748097,Very_Low,Very_High,Long,1,1,1,2,4,3,0
26,Male,789000.0,694,714000.0,48,Self-employed,9.18,9.9,Master,Single,0,0,0.9049429657794676,17829.00864081719,0.27116362951813217,Medium,Low,Long,1,1,2,2,2,1,0
44,Male,677000.0,555,227000.0,12,Employed,12.35,7.1,Bachelor,Single,2,0,0.3353028064992615,20205.86131179154,0.3581541148323464,Very_Low,Very_Low,Short,1,0,0,2,4,4,2
30,Female,692000.0,712,716000.0,36,Self-employed,8.64,10.3,High School,Single,2,1,1.0346820809248556,22648.833487153624,0.3927543379275195,Medium,Low,Medium,0,1,1,2,2,1,1
34,Female,699000.0,510,444000.0,24,Employed,13.7,10.2,Bachelor,Married,0,0,0.6351931330472103,21254.848696297817,0.36489010637421143,Very_Low,Low,Medium,0,0,0,1,4,1,1
34,Female,1021000.0,571,465000.0,60,Employed,11.87,7.4,High School,Single,1,0,0.455435847208619,10313.14675025418,0.12121230264745364,Very_Low,High,Long,0,0,1,2,4,0,0
49,Male,941000.0,703,475000.0,60,Employed,7.91,4.4,High School,Married,4,1,0.5047821466524973,9610.840829739682,0.12256120080433175,Medium,High,Long,1,0,1,1,2,0,0
51,Male,636000.0,713,385000.0,24,Employed,7.61,6.5,Bachelor,Married,2,0,0.6053459119496856,17344.106632017963,0.32724729494373517,Medium,Very_Low,Medium,1,0,0,1,2,4,1
47,Male,768000.0,507,251000.0,36,Employed,13.79,5.8,PhD,Married,3,0,0.3268229166666667,8553.006571190492,0.13364072767485144,Very_Low,Low,Medium,1,0,3,1,4,1,1
62,Male,1186000.0,708,1948000.0,48,Employed,7.76,14.7,Bachelor,Married,2,1,1.642495784148398,47337.22319735645,0.4789600998046184,Medium,Very_High,Long,1,0,0,1,2,3,0
42,Male,947000.0,778,1472000.0,24,Employed,5.66,9.8,Master,Single,1,0,1.5543822597676875,65014.65814939384,0.8238393852087921,Very_High,High,Medium,1,0,2,2,3,0,1
39,Female,1006000.0,745,898000.0,24,Employed,6.65,7.5,Master,Married,3,0,0.8926441351888668,40063.44175715902,0.4778939374611414,High,High,Medium,0,0,2,1,0,0,1
56,Female,999000.0,583,548000.0,12,Employed,11.51,8.2,Bachelor,Divorced,3,0,0.5485485485485485,48563.60942926378,0.5833466598109763,Very_Low,High,Short,0,0,0,0,4,0,2
37,Female,1464000.0,713,940000.0,36,Employed,7.61,5.3,Master,Married,3,0,0.6420765027322405,29287.356826878997,0.2400603018596639,Medium,Very_High,Medium,0,0,2,1,2,3,1
62,Male,974000.0,732,996000.0,48,Employed,7.04,8.3,Bachelor,Single,1,0,1.0225872689938398,23868.9477957559,0.2940732787978139,High,High,Long,1,0,0,2,0,0,0
26,Female,715000.0,518,960000.0,60,Employed,13.46,19.4,Master,Married,0,0,1.3426573426573427,22069.67428049333,0.37040012778450343,Very_Low,Low,Long,0,0,2,1,4,1,0
63,Male,730000.0,783,429000.0,24,Employed,5.51,5.9,High School,Married,1,0,0.5876712328767123,18918.963707693787,0.310996663688117,Very_High,Low,Medium,1,0,1,1,3,1,1
29,Male,878000.0,801,425000.0,24,Employed,4.97,4.3,PhD,Single,0,0,0.48405466970387245,18639.631142364826,0.2547557787111365,Very_High,Medium,Medium,1,0,3,2,3,2,1
57,Female,544000.0,781,876000.0,36,Unemployed,7.57,14.2,High School,Married,4,1,1.6102941176470589,27277.218293631253,0.6017033447124541,Very_High,Very_Low,Medium,0,2,1,1,3,4,1
45,Male,816000.0,773,308000.0,48,Employed,5.81,3.1,Bachelor,Single,2,0,0.37745098039215685,7206.58926269873,0.10597925386321662,Very_High,Medium,Long,1,0,0,2,3,2,0
68,Male,880000.0,751,423000.0,36,Employed,6.47,5.4,Bachelor,Married,6,1,0.48068181818181815,12958.753021745433,0.17671026847834684,High,Medium,Medium,1,0,0,1,0,2,1
31,Male,571000.0,723,362000.0,36,Employed,7.31,6.7,Master,Married,1,0,0.6339754816112084,11228.889270347356,0.23598366242411253,High,Very_Low,Medium,1,0,2,1,0,4,1
46,Female,677000.0,734,264000.0,36,Employed,6.98,3.5,Bachelor,Divorced,0,1,0.38995568685376664,8149.139690477999,0.14444560751216542,High,Very_Low,Medium,0,0,0,0,0,4,1
63,Female,1164000.0,768,1475000.0,12,Employed,5.96,8.0,Bachelor,Single,5,0,1.2671821305841924,126920.86711730328,1.3084625476010647,Very_High,Very_High,Short,0,0,0,2,3,3,2
45,Male,921000.0,730,987000.0,36,Employed,7.1,9.2,Bachelor,Married,4,0,1.0716612377850163,30520.842074169235,0.39766569477744934,High,Medium,Medium,1,0,0,1,0,2,1
48,Female,895000.0,649,457000.0,60,Employed,9.53,5.6,High School,Divorced,3,0,0.5106145251396648,9604.551953737662,0.12877611558084018,Low,Medium,Long,0,0,1,0,1,2,0
50,Male,958000.0,661,1185000.0,12,Employed,9.17,14.5,Master,Married,1,0,1.2369519832985387,103723.44159216863,1.2992497902985634,Low,High,Short,1,0,2,1,1,0,2
44,Male,881000.0,798,1369000.0,36,Employed,5.06,8.7,High School,Married,2,1,1.553916004540295,41067.047336597054,0.5593695437447952,Very_High,Medium,Medium,1,0,1,1,3,2,1
48,Female,1300000.0,485,661000.0,24,Unemployed,16.45,9.3,Master,Single,2,1,0.5084615384615384,32506.920417779464,0.30006388077950275,Very_Low,Very_High,Medium,0,2,2,2,4,3,1
47,Female,898000.0,739,531000.0,36,Employed,6.83,5.5,Bachelor,Single,4,0,0.5913140311804009,16354.49710775114,0.21854561836638495,High,Medium,Medium,0,0,0,2,0,2,1
57,Female,637000.0,823,1571000.0,36,Employed,4.31,11.9,High School,Married,3,0,2.466248037676609,46599.136660462114,0.8778487282975594,Very_High,Very_Low,Medium,0,0,1,1,3,4,1
30,Male,1445000.0,740,1463000.0,36,Employed,6.8,7.2,High School,Married,2,1,1.0124567474048443,45039.531653390404,0.3740307126925155,High,Very_High,Medium,1,0,1,1,0,3,1
39,Female,944000.0,845,846000.0,48,Unemployed,5.65,6.5,PhD,Single,2,1,0.8961864406779662,19732.8631918803,0.25084148125271566,Very_High,High,Long,0,2,3,2,3,0,0
61,Female,780000.0,736,1091000.0,36,Employed,6.92,10.7,Master,Married,3,0,1.3987179487179486,33647.021240033246,0.5176464806158961,High,Low,Medium,0,0,2,1,0,1,1
57,Female,663000.0,514,423000.0,36,Employed,13.58,10.6,High School,Single,4,0,0.6380090497737556,14370.999669104693,0.26010859129601255,Very_Low,Very_Low,Medium,0,0,1,2,4,4,1
44,Male,966000.0,774,578000.0,12,Employed,5.78,4.6,Master,Single,0,0,0.598343685300207,49687.96864994619,0.6172418465831825,Very_High,High,Short,1,0,2,2,3,0,2
48,Female,841000.0,637,563000.0,48,Self-employed,10.89,8.9,Master,Married,3,0,0.6694411414982164,14520.972458621338,0.20719580202551258,Low,Medium,Long,0,1,2,1,1,2,0
39,Male,1440000.0,678,1602000.0,24,Employed,8.66,11.5,Bachelor,Married,3,0,1.1125,72937.30110626183,0.607810842552182,Medium,Very_High,Medium,1,0,0,1,2,3,1
36,Male,754000.0,645,234000.0,48,Employed,9.65,4.2,Bachelor,Single,0,0,0.3103448275862069,5895.58994428531,0.09382901768093331,Low,Low,Long,1,0,0,2,1,1,0
44,Male,686000.0,632,388000.0,24,Self-employed,11.04,7.6,Bachelor,Married,1,0,0.565597667638484,18091.047596092638,0.3164614739841278,Low,Very_Low,Medium,1,1,0,1,1,4,1
41,Male,1131000.0,675,1499000.0,12,Self-employed,9.75,13.4,High School,Married,0,1,1.3253757736516356,131611.68578410684,1.396410459247818,Medium,Very_High,Short,1,1,1,1,2,3,2
47,Male,1160000.0,662,617000.0,24,Employed,9.14,5.8,Bachelor,Single,1,0,0.531896551724138,28227.135238955383,0.2920048472995384,Low,Very_High,Medium,1,0,0,2,1,3,1
32,Female,865000.0,723,1314000.0,60,Unemployed,9.31,15.8,Master,Married,1,1,1.5190751445086705,27474.598320792265,0.38115049693584646,High,Medium,Long,0,2,2,1,0,2,0
64,Male,1118000.0,770,1661000.0,36,Employed,5.9,9.6,Bachelor,Married,1,1,1.4856887298747763,50455.612164921426,0.5415629212692818,Very_High,Very_High,Medium,1,0,0,1,3,3,1
66,Female,914000.0,640,575000.0,24,Employed,9.8,7.8,Bachelor,Married,4,1,0.6291028446389497,26480.28589688536,0.34766239689565026,Low,Medium,Medium,0,0,0,1,1,2,1
50,Male,937000.0,615,462000.0,24,Employed,10.55,6.4,Bachelor,Married,3,0,0.49306296691568835,21436.42608040238,0.2745326712538192,Very_Low,High,Medium,1,0,0,1,4,0,1
46,Male,1258000.0,731,791000.0,36,Employed,7.07,4.9,Bachelor,Divorced,3,0,0.6287758346581876,24449.107617442034,0.23321883259881115,High,Very_High,Medium,1,0,0,0,0,3,1
40,Male,1029000.0,732,2910000.0,12,Employed,7.04,21.3,Bachelor,Single,3,0,2.82798833819242,251846.49472740266,2.936985361252509,High,High,Short,1,0,0,2,0,0,2
54,Male,846000.0,799,1652000.0,36,Self-employed,6.03,13.1,Master,Married,2,0,1.9527186761229314,50279.49944088372,0.7131843892323932,Very_High,Medium,Medium,1,1,2,1,3,2,1
49,Male,1355000.0,482,764000.0,24,Employed,14.54,9.1,High School,Married,0,0,0.5638376383763838,36877.04293411116,0.3265863580880693,Very_Low,Very_High,Medium,1,0,1,1,4,3,1
35,Male,483000.0,782,279000.0,36,Employed,5.54,5.1,Master,Married,0,0,0.577639751552795,8429.6911383498,0.20943332020744848,Very_High,Very_Low,Medium,1,0,2,1,3,4,1
58,Male,1794000.0,696,1302000.0,24,Employed,8.12,6.4,High School,Divorced,1,0,0.725752508361204,58957.217466696115,0.3943626586401078,Medium,Very_High,Medium,1,0,1,0,2,3,1
54,Male,600000.0,720,473000.0,36,Employed,7.4,8.0,Master,Married,4,0,0.7883333333333333,14691.527471422944,0.2938305494284589,High,Very_Low,Medium,1,0,2,1,0,4,1
61,Male,773000.0,562,276000.0,36,Employed,12.14,5.7,Bachelor,Divorced,1,0,0.35705045278137126,9185.615685472827,0.14259687998146692,Very_Low,Low,Medium,1,0,0,0,4,1,1
51,Male,868000.0,675,605000.0,12,Self-employed,9.75,10.1,Master,Divorced,4,1,0.6970046082949308,53118.79246123059,0.734361186099962,Medium,Medium,Short,1,1,2,0,2,2,2
48,Male,834000.0,620,1007000.0,36,Employed,10.4,14.7,Master,Married,1,1,1.2074340527577938,32682.49798365224,0.4702517695489531,Low,Medium,Medium,1,0,2,1,1,2,1
43,Female,1181000.0,628,381000.0,36,Employed,10.16,4.6,High School,Married,0,0,0.32260795935647757,12322.43856382873,0.1252068270668457,Low,Very_High,Medium,0,0,1,1,1,3,1
59,Female,697000.0,692,707000.0,24,Employed,8.24,9.9,Master,Married,4,0,1.0143472022955524,32053.138880155944,0.5518474412652387,Medium,Low,Medium,0,0,2,1,2,1,1
56,Female,963000.0,770,1401000.0,36,Employed,5.9,9.0,High School,Married,1,0,1.4548286604361371,42557.68371044849,0.5303138157065233,Very_High,High,Medium,0,0,1,1,3,0,1
30,Male,689000.0,750,394000.0,36,Employed,6.5,4.9,High School,Married,2,0,0.5718432510885341,12075.70713334494,0.21031710537030376,High,Very_Low,Medium,1,0,1,1,0,4,1
28,Female,889000.0,712,1445000.0,36,Employed,7.64,13.4,PhD,Single,0,0,1.6254218222722159,45041.45347856838,0.6079836240076723,Medium,Medium,Medium,0,0,3,2,2,2,1
42,Female,835000.0,700,430000.0,24,Employed,8.0,5.4,High School,Single,3,0,0.5149700598802395,19447.735326159374,0.2794884118729491,Medium,Medium,Medium,0,0,1,2,2,2,1
53,Female,908000.0,674,749000.0,24,Employed,8.78,8.5,High School,Divorced,0,0,0.8248898678414097,34142.31743216724,0.4512200541696111,Medium,Medium,Medium,0,0,1,0,2,2,1
67,Male,806000.0,832,554000.0,24,Employed,4.04,4.8,High School,Divorced,3,1,0.6873449131513648,24067.27129010606,0.35832165692465595,Very_High,Medium,Medium,1,0,1,0,3,2,1
35,Female,717000.0,705,435000.0,36,Employed,7.85,6.7,Bachelor,Single,0,0,0.606694560669456,13601.237924597932,0.22763578116481895,Medium,Low,Medium,0,0,0,2,2,1,1
47,Female,943000.0,628,462000.0,36,Employed,10.16,7.2,PhD,Married,1,0,0.4899257688229056,14942.169597083657,0.19014425786320668,Low,High,Medium,0,0,3,1,1,0,1
42,Male,1152000.0,620,1014000.0,36,Self-employed,11.4,10.9,Bachelor,Married,1,0,0.8802083333333334,33389.46593495383,0.3478069368224357,Low,Very_High,Medium,1,1,0,1,1,3,1
63,Female,785000.0,717,827000.0,48,Employed,7.49,9.6,Bachelor,Married,1,0,1.0535031847133758,19992.092696770284,0.3056116081034948,Medium,Low,Long,0,0,0,1,2,1,0
55,Male,714000.0,696,477000.0,12,Employed,8.12,7.4,Bachelor,Married,3,1,0.6680672268907563,41519.95117045757,0.6978143053858415,Medium,Low,Short,1,0,0,1,2,1,2
54,Male,1066000.0,455,318000.0,60,Employed,15.35,5.9,Bachelor,Married,1,0,0.29831144465290804,7623.745970740912,0.08582078015843428,Very_Low,High,Long,1,0,0,1,4,0,0
44,Male,849000.0,775,763000.0,24,Employed,5.75,7.9,Bachelor,Married,1,0,0.8987043580683156,33730.74007681586,0.476759577057468,Very_High,Medium,Medium,1,0,0,1,3,2,1
43,Female,1111000.0,740,973000.0,48,Employed,6.8,7.6,Bachelor,Married,3,0,0.8757875787578758,23209.51774505396,0.25068786043262603,High,High,Long,0,0,0,1,0,0,0
39,Male,660000.0,729,427000.0,36,Employed,7.13,5.6,Bachelor,Married,3,0,0.646969696969697,13209.915230758435,0.24018027692288063,High,Very_Low,Medium,1,0,0,1,0,4,1
30,Male,520000.0,547,768000.0,48,Employed,12.59,20.8,PhD,Married,1,0,1.476923076923077,20447.57762814296,0.4718671760340683,Very_Low,Very_Low,Long,1,0,3,1,4,4,0
56,Male,776000.0,658,278000.0,12,Employed,9.26,4.9,High School,Married,0,0,0.3582474226804124,24345.041706295546,0.3764697171076631,Low,Low,Short,1,0,1,1,1,1,2
54,Male,728000.0,814,253000.0,36,Employed,4.58,6.4,High School,Divorced,1,0,0.3475274725274725,7535.020746632072,0.12420363868074843,Very_High,Low,Medium,1,0,1,0,3,1,1
74,Male,928000.0,785,513000.0,36,Employed,5.45,4.1,PhD,Single,2,1,0.552801724137931,15478.931075387289,0.20015859149207701,Very_High,High,Medium,1,0,3,2,3,0,1
71,Female,802000.0,637,724000.0,60,Employed,9.89,9.8,Master,Married,3,0,0.9027431421446384,15343.703549242962,0.22958159924054308,Low,Medium,Long,0,0,2,1,1,2,0
